code,file,drawn_size_mm,legend,check,intervene,notes
TM3-14B,Temporary Signs/LOOSE_SURFACE_YELLOW_LONG_SKINNY_TM3-14B.svg,1200x300,LOOSE SURFACE,ok,,
TM3-16-1A,Temporary Signs/5_KM_H_YELLOW_SQUARE_TM3-16-1A.svg,600x600,5 km/h,ok,," Numerals 160 E (drawing states E, not the R4-1 D/C rule), width 'Varies', centred (= margins). km/h 110 Emod: 110 is the capital/ascender height, top at 115+160+100 = 375, width 70|460|70."
TM3-16-1A,Temporary Signs/10_KM_H_YELLOW_SQUARE_TM3-16-1A.svg,600x600,10 km/h,ok,," Numerals 160 E (drawing states E, not the R4-1 D/C rule), width 'Varies', centred (= margins). km/h 110 Emod: 110 is the capital/ascender height, top at 115+160+100 = 375, width 70|460|70."
TM3-16-1A,Temporary Signs/20_KM_H_YELLOW_SQUARE_TM3-16-1A.svg,600x600,20 km/h,ok,," Numerals 160 E (drawing states E, not the R4-1 D/C rule), width 'Varies', centred (= margins). km/h 110 Emod: 110 is the capital/ascender height, top at 115+160+100 = 375, width 70|460|70."
TM3-16-1A,Temporary Signs/30_KM_H_YELLOW_SQUARE_TM3-16-1A.svg,600x600,30 km/h,ok,," Numerals 160 E (drawing states E, not the R4-1 D/C rule), width 'Varies', centred (= margins). km/h 110 Emod: 110 is the capital/ascender height, top at 115+160+100 = 375, width 70|460|70."
TM3-16-1A,Temporary Signs/40_KM_H_YELLOW_SQUARE_TM3-16-1A.svg,600x600,40 km/h,ok,," Numerals 160 E (drawing states E, not the R4-1 D/C rule), width 'Varies', centred (= margins). km/h 110 Emod: 110 is the capital/ascender height, top at 115+160+100 = 375, width 70|460|70."
TM3-16-1A,Temporary Signs/50_KM_H_YELLOW_SQUARE_TM3-16-1A.svg,600x600,50 km/h,ok,," Numerals 160 E (drawing states E, not the R4-1 D/C rule), width 'Varies', centred (= margins). km/h 110 Emod: 110 is the capital/ascender height, top at 115+160+100 = 375, width 70|460|70."
TM3-16-1A,Temporary Signs/60_KM_H_YELLOW_SQUARE_TM3-16-1A.svg,600x600,60 km/h,ok,," Numerals 160 E (drawing states E, not the R4-1 D/C rule), width 'Varies', centred (= margins). km/h 110 Emod: 110 is the capital/ascender height, top at 115+160+100 = 375, width 70|460|70."
TM3-16-1A,Temporary Signs/70_KM_H_YELLOW_SQUARE_TM3-16-1A.svg,600x600,70 km/h,ok,," Numerals 160 E (drawing states E, not the R4-1 D/C rule), width 'Varies', centred (= margins). km/h 110 Emod: 110 is the capital/ascender height, top at 115+160+100 = 375, width 70|460|70."
TM3-16-1A,Temporary Signs/80_KM_H_YELLOW_SQUARE_TM3-16-1A.svg,600x600,80 km/h,ok,," Numerals 160 E (drawing states E, not the R4-1 D/C rule), width 'Varies', centred (= margins). km/h 110 Emod: 110 is the capital/ascender height, top at 115+160+100 = 375, width 70|460|70."
TM3-16-1A,Temporary Signs/90_KM_H_YELLOW_SQUARE_TM3-16-1A.svg,600x600,90 km/h,ok,," Numerals 160 E (drawing states E, not the R4-1 D/C rule), width 'Varies', centred (= margins). km/h 110 Emod: 110 is the capital/ascender height, top at 115+160+100 = 375, width 70|460|70."
TM3-16-1A,Temporary Signs/100_KM_H_YELLOW_SQUARE_TM3-16-1A.svg,600x600,100 km/h,ok,," Numerals 160 E (drawing states E, not the R4-1 D/C rule), width 'Varies', centred (= margins). km/h 110 Emod: 110 is the capital/ascender height, top at 115+160+100 = 375, width 70|460|70."
TM3-16-1A,Temporary Signs/110_KM_H_YELLOW_SQUARE_TM3-16-1A.svg,600x600,110 km/h,ok,," Numerals 160 E (drawing states E, not the R4-1 D/C rule), width 'Varies', centred (= margins). km/h 110 Emod: 110 is the capital/ascender height, top at 115+160+100 = 375, width 70|460|70."
TM3-16-1A,Temporary Signs/120_KM_H_YELLOW_SQUARE_TM3-16-1A.svg,600x600,120 km/h,ok,," Numerals 160 E (drawing states E, not the R4-1 D/C rule), width 'Varies', centred (= margins). km/h 110 Emod: 110 is the capital/ascender height, top at 115+160+100 = 375, width 70|460|70."
TM3-16-1A,Temporary Signs/130_KM_H_YELLOW_SQUARE_TM3-16-1A.svg,600x600,130 km/h,ok,," Numerals 160 E (drawing states E, not the R4-1 D/C rule), width 'Varies', centred (= margins). km/h 110 Emod: 110 is the capital/ascender height, top at 115+160+100 = 375, width 70|460|70."
TM3-17A,Temporary Signs/NO_LINES_YELLOW_SQUARE_TM3-17A.svg,600x600,NO LINES,ok,,
TM3-18A,Temporary Signs/LINE_MARKING_YELLOW_SQUARE_TM3-18A.svg,600x600,LINE MARKING,ok,," LINE 120 C, MARKING 120 B as drawn."
TM3-18B,Temporary Signs/LINE_MARKING_YELLOW_LONG_SKINNY_TM3-18B.svg,1200x300,LINE MARKING,ok,,
TM3-19B,Temporary Signs/LOOSE_STONES_YELLOW_LONG_SKINNY_TM3-19B.svg,1200x300,LOOSE STONES,ok,,
TM3-20A,Temporary Signs/WET_BITUMEN_YELLOW_SQUARE_TM3-20A.svg,600x600,WET BITUMEN,ok,," Stack 110 | 160 | 100 | 120 B | 110. Drawing labels WET '160 C' but its stated width 111|377|112 is the Series D width (AS 1744: D 378, C 322); Series D used."
TM3-21A,Temporary Signs/WATER_OVER_ROAD_YELLOW_SQUARE_TM3-21A.svg,600x600,WATER OVER ROAD,ok,," Stack 80 | 100 D | 70 | 100 D | 70 | 100 D | 80. Top rows 139|321|140 and 95|409|96: 409 is WATER, 321 is OVER (row order on the drawing is the reverse of TM3-11C's convention)."
TM3-22B,Temporary Signs/DUE_TO_FLOODING_YELLOW_LONG_SKINNY_TM3-22B.svg,1200x300,DUE TO FLOODING,ok,, Across: 70 | 225 | 54 | 134 | 66 | 580 | 71 (centred group with gaps 54 and 66).
TM3-23B,Temporary Signs/FALLEN_ROCKS_YELLOW_LONG_SKINNY_TM3-23B.svg,1200x300,FALLEN ROCKS,ok,," Drawing reads 85|406|81|452|86 (sum 1110). FALLEN = 1200-85-86-81-452 = 496 used for expect ('406' is a typo); AS 1744 gives 506 (2 % out, within the drawing's own uncertainty)."
TM3-24A,Temporary Signs/ROAD_FLOODED_YELLOW_SQUARE_TM3-24A.svg,600x600,ROAD FLOODED,ok,," Drawing labels both lines '120 D' but the stated widths 134|331|135 and 67|466|67 are Series C (ROAD 331) and Series B (FLOODED 465) widths; 120 D would give 402 and 573. Series C / B used, matching the TM3-18A (LINE 120 C / MARKING 120 B) pattern."
TM3-25A,Temporary Signs/DEEP_EDGE_DROP_YELLOW_SQUARE_TM3-25A.svg,600x600,DEEP EDGE DROP,ok,, Stack 80 | 100 D | 70 | 100 D | 70 | 100 D | 80.
TM3-3A,Temporary Signs/SLIPPERY_YELLOW_SQUARE_TM3-3A.svg,600x600,,ok,,"symbol:tm3-3a_slippery_car Symbol box 85|430|85 across, 112|375|113 down."
TM3-6A,Temporary Signs/SOFT_EDGES_YELLOW_SQUARE_TM3-6A.svg,600x600,SOFT EDGES,ok,,
TM3-6B,Temporary Signs/SOFT_EDGES_YELLOW_LONG_SKINNY_TM3-6B.svg,1200x300,SOFT EDGES,ok,,
TM3-7A,Temporary Signs/ROUGH_SURFACE_YELLOW_SQUARE_TM3-7A.svg,600x600,ROUGH SURFACE,ok,,
TM3-7B,Temporary Signs/ROUGH_SURFACE_YELLOW_LONG_SKINNY_TM3-7B.svg,1200x300,ROUGH SURFACE,ok,,
TM3-9A,Temporary Signs/LOOSE_STONES_SYMBOL_YELLOW_SQUARE_TM3-9A.svg,600x600,,ok,,"symbol:tm3-9a_loose_stones Symbol box 75|450|75 across, 196|207|197 down."
TM4-10A,Temporary Signs/HAZARDOUS_MATERIAL_YELLOW_SQUARE_TM4-10A.svg,600x600,HAZARDOUS MATERIAL,ok,," Stack 160 | 95 B | 85 | 100 B | 160. HAZARDOUS row reads 51|362|51 (sum 464); 600-51-51 = 498 used for expect ('362' is a typo, AS 1744 gives 497)."
TM4-3C,Temporary Signs/END_BLASTING_AREA_RED_LONG_TM4-3C.svg,1200x600,END BLASTING AREA,ok,," White letters, black border on red. Stack 110 | 160 D | 90 | 130 C | 110."
TM4-5C,Temporary Signs/POWER_LINE_WORKS_IN_PROGRESS_YELLOW_LONG_TM4-5C.svg,1200x600,POWER LINE WORKS IN PROGRESS,ok,, Stack 75 | 110 D | 60 | 110 D | 60 | 110 D | 75.
TM4-6A,Temporary Signs/SMOKE_HAZARD_YELLOW_SQUARE_TM4-6A.svg,600x600,SMOKE HAZARD,ok,,
TM4-6B,Temporary Signs/SMOKE_HAZARD_YELLOW_LONG_SKINNY_TM4-6B.svg,1200x300,SMOKE HAZARD,ok,,
TM4-8A,Temporary Signs/UHF_CHANNEL_40_YELLOW_SQUARE_TM4-8A.svg,600x600,UHF CHANNEL 40,ok,," Channel number varies: drawing shows a dashed four-digit '8888' placeholder, 110 D, width 'Varies', centred; transcribed literally. Stack 75 | 100 | 70 | 100 | 70 | 110 | 75. Drawing labels UHF and CHANNEL '100 D' but the stated widths 207 and 498 are Series C widths (D would be 246 and 598, as in TM4-8B which is labelled 100 C with the same widths); Series C used. Channel number varies (dashed '8888' placeholder 110 D, 'Varies' centred); generated for channel 40 only; add values to 'vary' as needed."
TM4-8B,Temporary Signs/UHF_CHANNEL_40_YELLOW_LONG_SKINNY_TM4-8B.svg,1200x300,UHF CHANNEL 40,ok,," Channel number varies (drawing shows a dashed '888' placeholder, 100 C). Across: = | 207 | 52 | 498 | 75 | Varies | =, centred as a group. Generated for channel 40 only; add values to 'vary' as needed."
TM4-9A,Temporary Signs/BUSH_FIRE_YELLOW_SQUARE_TM4-9A.svg,600x600,BUSH FIRE,ok,,
TM4-9B,Temporary Signs/BUSH_FIRE_YELLOW_LONG_SKINNY_TM4-9B.svg,1200x300,BUSH FIRE,ok,," Drawing labels the line '130 C' but the stated widths 174|421|86|344|175 are Series D widths (AS 1744: D 420/343, C 358/293; TM4-9A is 120 D at 388/317); Series D used."
TM5-10B(L),Temporary Signs/ON_SIDE_ROAD_LEFT_YELLOW_LONG_SKINNY_TM5-10B(L).svg,1200x300,ON SIDE ROAD,ok,,symbol:tm5-10b_arrow_left Across 75 | 166 arrow | 50 | 148 | 63 | 259 | 63 | 303 | 73; arrow 78|145|77 down.
TM5-10B(R),Temporary Signs/ON_SIDE_ROAD_RIGHT_YELLOW_LONG_SKINNY_TM5-10B(R).svg,1200x300,ON SIDE ROAD,ok,,symbol:tm5-10b_arrow_left Mirror of TM5-10B(L): 73 | 148 | 63 | 259 | 63 | 303 | 50 | 166 arrow | 75. Same arrow artwork flipped horizontally.
TM5-11C(L),Temporary Signs/DETOUR_FOR_HEAVY_VEHICLES_LEFT_YELLOW_LONG_TM5-11C(L).svg,1200x600,DETOUR FOR HEAVY VEHICLES,ok,," Across (top) 75 | 115 | 139 | 25 | 453 DETOUR | 172 | 157 FOR | 64; (bottom) 329 | 306 HEAVY | 42 | 459 VEHICLES | 64. Down 140 | 110 C | 100 | 110 B | 140; FOR 80 C shares DETOUR's baseline (top 140+110-80 = 170). Chevron: tip 75 from the panel edge, notch 115 further in (x 190), arm ends 139 further (x 329), vertically 47 | 253 | 253 | 47 (tip on the centreline at y 300). Arm ends are vertical cuts at x 329; the inner end y (161.55 / 438.45) is not stated and is computed assuming the inner edges are parallel to the outer edges (139 x 253/254 from the notch). Change to a symbol if that assumption is not accepted. "
TM5-11C(R),Temporary Signs/DETOUR_FOR_HEAVY_VEHICLES_RIGHT_YELLOW_LONG_TM5-11C(R).svg,1200x600,DETOUR FOR HEAVY VEHICLES,ok,," Across (top) 64 | 453 DETOUR | 172 | 157 FOR | 25 | 139 | 115 | 75; (bottom) 64 | 306 HEAVY | 42 | 459 VEHICLES | 329. Down 140 | 110 C | 100 | 110 B | 140; FOR 80 C shares DETOUR's baseline (top 140+110-80 = 170). Chevron: tip 75 from the panel edge, notch 115 further in (x 190), arm ends 139 further (x 329), vertically 47 | 253 | 253 | 47 (tip on the centreline at y 300). Arm ends are vertical cuts at x 329; the inner end y (161.55 / 438.45) is not stated and is computed assuming the inner edges are parallel to the outer edges (139 x 253/254 from the notch). Change to a symbol if that assumption is not accepted. "
TM5-12C(L),Temporary Signs/DETOUR_FOR_HIGH_VEHICLES_LEFT_YELLOW_LONG_TM5-12C(L).svg,1200x600,DETOUR FOR HIGH VEHICLES,ok,," Across (top) 75 | 115 | 139 | 37 | 453 DETOUR | 122 | 157 FOR | 102; (bottom) 366 | 222 HIGH | 51 | 459 VEHICLES | 102. Down 140 | 110 C | 100 | 110 B | 140; FOR 80 C shares DETOUR's baseline (top 170). Chevron: tip 75 from the panel edge, notch 115 further in (x 190), arm ends 139 further (x 329), vertically 47 | 253 | 253 | 47 (tip on the centreline at y 300). Arm ends are vertical cuts at x 329; the inner end y (161.55 / 438.45) is not stated and is computed assuming the inner edges are parallel to the outer edges (139 x 253/254 from the notch). Change to a symbol if that assumption is not accepted. "
TM5-12C(R),Temporary Signs/DETOUR_FOR_HIGH_VEHICLES_RIGHT_YELLOW_LONG_TM5-12C(R).svg,1200x600,DETOUR FOR HIGH VEHICLES,ok,," Across (top) 102 | 453 DETOUR | 122 | 157 FOR | 37 | 139 | 115 | 75; (bottom) 102 | 222 HIGH | 51 | 459 VEHICLES | 366. Down 140 | 110 C | 100 | 110 B | 140; FOR 80 C shares DETOUR's baseline (top 170). Chevron: tip 75 from the panel edge, notch 115 further in (x 190), arm ends 139 further (x 329), vertically 47 | 253 | 253 | 47 (tip on the centreline at y 300). Arm ends are vertical cuts at x 329; the inner end y (161.55 / 438.45) is not stated and is computed assuming the inner edges are parallel to the outer edges (139 x 253/254 from the notch). Change to a symbol if that assumption is not accepted. "
TM5-1B(L),Temporary Signs/DETOUR_LEFT_YELLOW_LONG_SKINNY_TM5-1B(L).svg,1200x300,DETOUR,ok,,"symbol:tm5-1b_arrow_left Across 124 | 182 arrow | 100 | 686 DETOUR | 108; arrow 59|182|59 down. The 182-high arrow zone (59 | 182 | 59) holds an arrow drawn about 160 high (grid inset), centred in it; the box keeps the stated 182 so the tracer reports the smaller extent."
TM5-1B(R),Temporary Signs/DETOUR_RIGHT_YELLOW_LONG_SKINNY_TM5-1B(R).svg,1200x300,DETOUR,ok,,"symbol:tm5-1b_arrow_left Mirror of TM5-1B(L): 108 | 686 DETOUR | 100 | 182 arrow | 124. Same arrow artwork flipped horizontally. Arrow drawn about 160 high inside the 182 zone, as on TM5-1B(L)."
TM5-1B(S),Temporary Signs/DETOUR_STRAIGHT_YELLOW_LONG_SKINNY_TM5-1B(S).svg,1200x300,DETOUR,ok,,symbol:tm5-1b_arrow_up Across 118 | 686 DETOUR | 112 | 160 arrow | 124; arrow 59|182|59 down.
TM5-6A,Temporary Signs/LEFT_ARROW_YELLOW_SQUARE_TM5-6A.svg,600x600,,ok,," Arrow box 73|454|73 across, 100|400|100 down. Inset: head 262 + shaft 192 = 454, head 400 wide, shaft 125 at the tail and 92 at the head junction, notch 35, R18 tip and barbs. Arrow drawn as an exact polygon from the inset dimensions (tip and barb radii inscribed so the outline reaches the stated extremes; shaft tapers from the head junction to the tail as dimensioned)."
TM5-7A,Temporary Signs/DETOUR_YELLOW_SQUARE_TM5-7A.svg,600x600,DETOUR,ok,," 56|488|56 across, 250|100 D|250 down. The drawing also carries a stray bottom row 92|415|93 with no corresponding line of legend (looks copied from TM4-6A); ignored."
TM5-7B,Temporary Signs/DETOUR_YELLOW_LONG_SKINNY_TM5-7B.svg,1200x300,DETOUR,ok,,
TM5-8B,Temporary Signs/LEFT_ARROW_YELLOW_LONG_SKINNY_TM5-8B.svg,1200x300,,ok,,"symbol:tm5-8b_arrow_left Arrow box 150|900|150 across, 40|220|40 down; geometry only given on the 50 grid."
TM5-9A,Temporary Signs/ON_SIDE_ROAD_YELLOW_SQUARE_TM5-9A.svg,600x600,ON SIDE ROAD,ok,, Stack 80 | 100 D | 70 | 100 D | 70 | 100 D | 80.
TM5-9B,Temporary Signs/ON_SIDE_ROAD_YELLOW_LONG_SKINNY_TM5-9B.svg,1200x300,ON SIDE ROAD,ok,,
TM8-10A,Temporary Signs/NARROW_FOOTPATH_AHEAD_YELLOW_SQUARE_TM8-10A.svg,600x600,NARROW FOOTPATH AHEAD,ok,,
TM8-11A,Temporary Signs/PATH_CLOSED_AHEAD_YELLOW_SQUARE_TM8-11A.svg,600x600,PATH CLOSED AHEAD,ok,, DRAWING INCONSISTENCY: PATH is labelled 100 B but its stated width 259 (170 | 259 | 171) is the 100 C width (B = 204); C used.
TM8-12A,Temporary Signs/PATH_CLOSED_WHITE_SQUARE_TM8-12A.svg,600x600,PATH CLOSED,ok,, Stack 140 | 110 D | 100 | 110 C | 140.
TM8-13A,Temporary Signs/PEDESTRIAN_HAZARD_YELLOW_SQUARE_TM8-13A.svg,600x600,PEDESTRIAN HAZARD,ok,," DRAWING INCONSISTENCY: HAZARD is labelled 100 B but its stated width 414 (93 | 414 | 93) is the 100 C width (B = 340, as on TM8-13B); C used. Stack 160 | 95 B | 85 | 100 C | 160 (PEDESTRIAN is 95 high, HAZARD 100, as drawn)."
TM8-13B,Temporary Signs/PEDESTRIAN_HAZARD_YELLOW_LONG_SKINNY_TM8-13B.svg,1200x300,PEDESTRIAN HAZARD,ok,,
TM8-14A,Temporary Signs/CYCLING_HAZARD_YELLOW_SQUARE_TM8-14A.svg,600x600,CYCLING HAZARD,ok,,
TM8-14B,Temporary Signs/CYCLING_HAZARD_YELLOW_LONG_SKINNY_TM8-14B.svg,1200x300,CYCLING HAZARD,ok,," DRAWING INCONSISTENCY: labelled 100 B, but the stated widths 452 / 413 (129 | 452 | 77 | 413 | 129 = 1200) are the 100 C widths as on TM8-14A (B would be 373 / 340); C used."
TM8-15A,Temporary Signs/BICYCLE_LANE_CLOSED_AHEAD_YELLOW_SQUARE_TM8-15A.svg,600x600,BICYCLE LANE CLOSED AHEAD,ok,, Stack 63 | 90 D | 38 | 90 D | 38 | 90 D | 38 | 90 D | 63.
TM8-16A,Temporary Signs/BICYCLE_LANE_CLOSED_WHITE_SQUARE_TM8-16A.svg,600x600,LANE CLOSED,ok,,"symbol:tm8-17a_bicycle Bicycle 152 | 295 | 153 wide, 50 from top, 195 high (same 1.51 aspect as the 454 x 300 bicycle of TM8-17A; the same artwork id is reused at the smaller size). Stack 50 | 195 | 40 | 100 D | 50 | 100 D | 65."
TM8-17A,Temporary Signs/BICYCLE_AHEAD_YELLOW_SQUARE_TM8-17A.svg,600x600,AHEAD,ok,,"symbol:tm8-17a_bicycle Bicycle 73 | 454 | 73 wide, 70 from top, 300 high; AHEAD top 70+300+50=420, 80 below."
TM8-18A,Temporary Signs/BICYCLE_SYMBOL_YELLOW_SQUARE_TM8-18A.svg,600x600,,ok,,"symbol:tm8-17a_bicycle Bicycle 73 | 454 | 73 wide, 150 | 300 | 150 high; same size and grid inset as TM8-17A, so that symbol id is reused."
TM8-19C(L),Temporary Signs/PEDESTRIANS_ACCESS_LEFT_YELLOW_LONG_TM8-19C(L).svg,1200x600,PEDESTRIANS ACCESS,ok,,"symbol:tm8-19c_wheelchair symbol:tm8-2b_arrow Top row 118 | arrow 168 | 78 | PEDESTRIANS 720 | 117; PEDESTRIANS 100 from top. Bottom row 130 | wheelchair 188 | 31 | ACCESS 494 | 55 | arrow 168 | 134. Wheelchair 215 high, 94 above bottom edge (y 291). ACCESS top 350 (right stack 150 | 200 | 100 D | 150; left stack 100 | 100 C | 200 | 200 puts the arrow centrelines at y 150 and y 400). Arrow heights are not dimensioned: each arrow bbox is 200 high centred on its stated centreline so the stated width (168) governs the scale. Both arrows are the TM8-2B(L) arrow (166 wide there, 168 here); the lower one is flipped to point right."
TM8-19C(R),Temporary Signs/PEDESTRIANS_ACCESS_RIGHT_YELLOW_LONG_TM8-19C(R).svg,1200x600,PEDESTRIANS ACCESS,ok,,symbol:tm8-19c_wheelchair symbol:tm8-2b_arrow Mirror layout of TM8-19C(L): top row 117 | PEDESTRIANS 720 | 78 | arrow 168 | 118; bottom row 134 | arrow 168 | 55 | wheelchair 188 | 31 | ACCESS 494 | 130. Wheelchair is not mirrored (inset shows it facing right as on the (L) sign). Arrow heights not dimensioned; bbox 200 high on centrelines y 150 / y 400 so width governs.
TM8-1C,Temporary Signs/PEDESTRIANS_WATCH_YOUR_STEP_YELLOW_LONG_TM8-1C.svg,1200x600,PEDESTRIANS WATCH YOUR STEP,ok,,
TM8-20B(L),Temporary Signs/ACCESS_LEFT_YELLOW_LONG_SKINNY_TM8-20B(L).svg,1200x300,ACCESS,ok,,"symbol:tm8-19c_wheelchair symbol:tm8-2b_arrow DRAWING INCONSISTENCY: ACCESS is labelled 100 C but its stated width 494 is the 100 D width (C = 413) and TM8-19C labels the same 494-wide ACCESS as 100 D; D used. DRAWING INCONSISTENCY: the overall height is labelled 600 but every vertical dimension sums to 300 (150 | 150 and 100 | 100 C | 100) and the drawn proportion is 4:1, so 1200 x 300 is used. Row 134 | arrow 168 | 55 | wheelchair 188 | 31 | ACCESS 494 | 130. Arrow centreline y 150 (150 | 150), height not dimensioned (bbox 200 high so width governs). Wheelchair height/vertical position not dimensioned: bbox full height so its stated width 188 governs and it sits centred vertically as drawn."
TM8-20B(R),Temporary Signs/ACCESS_RIGHT_YELLOW_LONG_SKINNY_TM8-20B(R).svg,1200x300,ACCESS,ok,,"symbol:tm8-19c_wheelchair symbol:tm8-2b_arrow ACCESS labelled 100 C but 494 wide = 100 D (as TM8-19C and TM8-20B(L)); D used. Row 130 | wheelchair 188 | 31 | ACCESS 494 | 55 | arrow 168 | 134 (drawing height is 600 label / 300 by dimensions as on TM8-20B(L); 300 used). Arrow flipped to point right, centreline y 150; wheelchair not mirrored, vertical position not dimensioned (full-height bbox, width governs)."
TM8-2B(L),Temporary Signs/PEDESTRIANS_LEFT_YELLOW_LONG_SKINNY_TM8-2B(L).svg,1200x300,PEDESTRIANS,ok,,"symbol:tm8-2b_arrow Arrow 75 from left, 166 wide, 78 from top, 145 high. Text left edge at 75+166+118=359 (right margin 120)."
TM8-2B(R),Temporary Signs/PEDESTRIANS_RIGHT_YELLOW_LONG_SKINNY_TM8-2B(R).svg,1200x300,PEDESTRIANS,ok,,"symbol:tm8-2b_arrow Mirror of TM8-2B(L): text left edge 120, arrow at 120+721+118=959 (75 from right). Arrow is the TM8-2B(L) arrow flipped horizontally (drawing inset shows the mirror image)."
TM8-3A,Temporary Signs/USE_OTHER_FOOTPATH_YELLOW_SQUARE_TM8-3A.svg,600x600,USE OTHER FOOTPATH,ok,," DRAWING INCONSISTENCY: all three lines are labelled 100 D, but the stated widths 156 / 271 / 424 are exactly the 100 B widths (D would be 232 / 400 / 637 and would not fit the 600 panel); series B used."
TM8-4A,Temporary Signs/FOOTPATH_CLOSED_WHITE_SQUARE_TM8-4A.svg,600x600,FOOTPATH CLOSED,ok,,
TM8-5C,Temporary Signs/LOOK_BOTH_WAYS_TWO_WAY_TRAFFIC_YELLOW_LONG_TM8-5C.svg,1200x600,LOOK BOTH WAYS TWO-WAY TRAFFIC,ok,,"symbol:tm8-5c_two_way_arrows Top line 241 | 214 | 39 | 203 | 37 | 225 | 241: centred group with per-pair gaps 39 / 37. Bottom line 233 | 368 | 32 | 334 | 233, top 465. Arrows 450 | 300 | 450 wide. DRAWING INCONSISTENCY: the right-hand stack 70 | 65 D | 105 | 120 | 105 | 65 D | 70 gives the arrow block 120 high (y 240-360), but the illustration and the grid inset draw the two overlapping arrows about 246 high (each arrow about 120) centred on y 300; the box is therefore y 177, h 246 so the stated 300 width and the drawn proportions are kept and the pair is centred where the stack puts it."
TM8-6A,Temporary Signs/LOOK_BOTH_WAYS_YELLOW_SQUARE_TM8-6A.svg,600x600,LOOK BOTH WAYS,width LOOK: 329.2 vs drawing 322,,"symbol:tm8-6a_two_way_arrows DRAWING INCONSISTENCY: LOOK is labelled 100 C with width 322 (139 | 322 | 139), but 100 C is 275 and 100 D is 329; D (2.2 % off) is used as the nearer match, so the width check reports LOOK. BOTH WAYS 80 C matches (210 / 225). Stack 66 | 100 C | 49 | 80 C | 86 | 101 | 118 = 600 gives a single 101-high arrow block (y 381-482), but the illustration and the grid inset draw two stacked arrows each about 103 high (the left-hand '105' dimension), 206 high in all and centred on y 431 (the centre of the stated block); box y 328, h 206, arrows 115 | 370 | 115."
TM8-7A,Temporary Signs/WATCH_YOUR_STEP_YELLOW_SQUARE_TM8-7A.svg,600x600,WATCH YOUR STEP,ok,,
TM8-8A,Temporary Signs/PEDESTRIANS_SYMBOL_YELLOW_SQUARE_TM8-8A.svg,600x600,,ok,,"symbol:tm8-8a_pedestrians Symbol 114 | 372 | 114 wide, 57 | 485 | 58 high. A second horizontal dimension 150 | 300 | 150 is shown below the sign (not used; appears to relate to the lower part of the symbol)."
TM8-9A,Temporary Signs/FOOTPATH_CLOSED_AHEAD_YELLOW_SQUARE_TM8-9A.svg,600x600,FOOTPATH CLOSED AHEAD,ok,,
TM9-1A,Temporary Signs/EVENT_AHEAD_YELLOWGREEN_SQUARE_TM9-1A.svg,600x600,EVENT AHEAD,ok,,
TM9-1B,Temporary Signs/EVENT_AHEAD_YELLOWGREEN_LONG_SKINNY_TM9-1B.svg,1200x300,EVENT AHEAD,ok,," DRAWING INCONSISTENCY: horizontal dimensions 84 | 463 | 72 | 510 | 85 sum to 1214, not 1200. Words centred with the stated 72 gap."
TM9-2A,Temporary Signs/END_EVENT_YELLOWGREEN_SQUARE_TM9-2A.svg,600x600,END EVENT,ok,,
TM9-2B,Temporary Signs/END_EVENT_YELLOWGREEN_LONG_SKINNY_TM9-2B.svg,1200x300,END EVENT,ok,,
TM9-3A,Temporary Signs/EVENT_IN_PROGRESS_YELLOWGREEN_SQUARE_TM9-3A.svg,600x600,EVENT IN PROGRESS,ok,," DRAWING INCONSISTENCY: EVENT is labelled 100 B but its width 325 (137 | 325 | 138) is 100 C, and PROGRESS is labelled 100 C but its width 440 (80 | 440 | 80) is 100 B (C = 560 would not fit); the series letters appear swapped, C / C / B used. DRAWING INCONSISTENCY: the width of IN is labelled 408 (254 | 408 | 254 = 916, not 600); 408 is the CLOSED width copied from TM8-9A/11A. Expect uses 600-254-254 = 92 from the drawing's side margins."
